epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1464,148521,0.10832,0.0618,0.08353,0.88679,0.98348,0.95309,0.97041,0.93465,0.97961,0.94664,0.96887,0.93853,0.3103,0.47941,0.4164,0.62541,0.00269231,0.00269231,0.00269231
1465,148622,0.11151,0.06722,0.08606,0.89217,0.98401,0.95304,0.97046,0.93465,0.97958,0.94664,0.96885,0.93852,0.31018,0.47938,0.41568,0.62516,0.00268732,0.00268732,0.00268732
1466,148723,0.11091,0.06739,0.08441,0.88985,0.98421,0.95304,0.9705,0.9347,0.97948,0.94664,0.96884,0.93859,0.31016,0.47929,0.41483,0.62491,0.00268232,0.00268232,0.00268232
1467,148824,0.10947,0.06386,0.08543,0.88836,0.98392,0.95304,0.97012,0.9346,0.9795,0.94664,0.96799,0.93866,0.30993,0.47921,0.41369,0.6244,0.00267733,0.00267733,0.00267733
1468,148925,0.10802,0.06453,0.08305,0.88736,0.98408,0.95304,0.97015,0.93468,0.97923,0.94664,0.96797,0.9386,0.30987,0.47926,0.41261,0.62396,0.00267233,0.00267233,0.00267233
1469,149026,0.11089,0.0736,0.08582,0.88417,0.98424,0.95304,0.97015,0.9347,0.97921,0.94664,0.96799,0.93857,0.30983,0.47938,0.412,0.62395,0.00266734,0.00266734,0.00266734
1470,149127,0.10856,0.06338,0.08959,0.89081,0.98537,0.95304,0.97017,0.93457,0.97914,0.94664,0.96804,0.93857,0.30987,0.47945,0.41123,0.62406,0.00266234,0.00266234,0.00266234
1471,149228,0.1079,0.05901,0.08444,0.88535,0.98525,0.95304,0.97016,0.93483,0.97904,0.94664,0.96805,0.93866,0.30989,0.4797,0.41037,0.62416,0.00265735,0.00265735,0.00265735
1472,149329,0.10764,0.06148,0.083,0.88218,0.98515,0.95304,0.97014,0.93463,0.97884,0.94664,0.96799,0.93865,0.30982,0.47969,0.4097,0.62396,0.00265235,0.00265235,0.00265235
1473,149430,0.11018,0.06414,0.08446,0.88849,0.98417,0.95304,0.97013,0.93461,0.97942,0.94664,0.96789,0.93858,0.30968,0.47927,0.40927,0.62387,0.00264736,0.00264736,0.00264736
1474,149531,0.1074,0.05591,0.08214,0.88855,0.98408,0.95304,0.97009,0.9346,0.97928,0.94664,0.96788,0.93857,0.30967,0.47937,0.40896,0.62381,0.00264236,0.00264236,0.00264236
1475,149632,0.10807,0.06125,0.0835,0.88541,0.98415,0.95304,0.97013,0.93474,0.97928,0.94664,0.96794,0.93887,0.30952,0.47943,0.40896,0.6239,0.00263737,0.00263737,0.00263737
1476,149732,0.10642,0.06171,0.08199,0.88382,0.98428,0.95304,0.97019,0.93491,0.9801,0.94629,0.96798,0.93891,0.30944,0.47947,0.40864,0.62366,0.00263237,0.00263237,0.00263237
1477,149833,0.10801,0.06218,0.08255,0.88733,0.98439,0.95304,0.97021,0.93484,0.9801,0.94617,0.96762,0.93883,0.30947,0.47933,0.40858,0.62404,0.00262738,0.00262738,0.00262738
1478,149934,0.11142,0.06092,0.09474,0.89253,0.98452,0.95304,0.97025,0.93482,0.9801,0.94619,0.96765,0.93892,0.30949,0.47901,0.40861,0.62409,0.00262238,0.00262238,0.00262238
1479,150035,0.10749,0.0644,0.0818,0.8911,0.98456,0.95285,0.97031,0.93484,0.98001,0.94664,0.96766,0.93899,0.30943,0.47905,0.40852,0.62406,0.00261739,0.00261739,0.00261739
1480,150136,0.10607,0.05978,0.08186,0.88437,0.98456,0.9527,0.97033,0.93468,0.97953,0.94664,0.96764,0.93894,0.30946,0.47882,0.40842,0.62394,0.00261239,0.00261239,0.00261239
1481,150237,0.11075,0.06211,0.08444,0.89036,0.98456,0.95267,0.97034,0.93478,0.97902,0.94664,0.9676,0.93884,0.30966,0.479,0.40813,0.62425,0.0026074,0.0026074,0.0026074
1482,150338,0.10828,0.06376,0.08024,0.88719,0.98456,0.95259,0.97044,0.93484,0.97898,0.94664,0.96763,0.9389,0.30976,0.47905,0.40788,0.62422,0.0026024,0.0026024,0.0026024
1483,150439,0.10771,0.06241,0.08084,0.88482,0.98387,0.95197,0.97048,0.93463,0.97939,0.94664,0.96766,0.93886,0.30998,0.47916,0.40781,0.62448,0.00259741,0.00259741,0.00259741
1484,150539,0.10806,0.05999,0.08169,0.88634,0.98362,0.95197,0.97049,0.93462,0.97904,0.94664,0.96804,0.939,0.31003,0.47894,0.40792,0.62459,0.00259241,0.00259241,0.00259241
1485,150641,0.10657,0.05962,0.08099,0.88843,0.98313,0.95197,0.9705,0.9346,0.98014,0.94557,0.96804,0.93916,0.30982,0.47891,0.40819,0.62423,0.00258742,0.00258742,0.00258742
1486,150741,0.10539,0.05829,0.0813,0.88606,0.98292,0.95197,0.97044,0.93415,0.98017,0.94557,0.96809,0.93903,0.30975,0.47893,0.40831,0.62386,0.00258242,0.00258242,0.00258242
1487,150842,0.10607,0.05681,0.08007,0.88845,0.98282,0.95197,0.9704,0.93408,0.98021,0.94557,0.9681,0.93894,0.30987,0.47887,0.40855,0.62387,0.00257743,0.00257743,0.00257743
1488,150943,0.10934,0.06296,0.08279,0.8893,0.98251,0.95197,0.9701,0.93387,0.98019,0.94557,0.96772,0.9387,0.31004,0.47881,0.40867,0.62407,0.00257243,0.00257243,0.00257243
1489,151044,0.10993,0.06674,0.08346,0.88791,0.98238,0.9523,0.97011,0.93388,0.98016,0.94557,0.96772,0.93864,0.31009,0.47881,0.40863,0.62399,0.00256744,0.00256744,0.00256744
1490,151145,0.10741,0.06016,0.08367,0.88308,0.98239,0.95272,0.97011,0.93387,0.97976,0.94557,0.96776,0.93868,0.31033,0.47876,0.40815,0.62409,0.00256244,0.00256244,0.00256244
1491,151246,0.10774,0.06523,0.12172,0.88593,0.98239,0.95285,0.97013,0.93367,0.9801,0.94623,0.96779,0.9386,0.31052,0.47891,0.40768,0.62427,0.00255745,0.00255745,0.00255745
1492,151347,0.11037,0.08418,0.0851,0.88951,0.9824,0.95303,0.97004,0.93347,0.97902,0.94624,0.96768,0.93842,0.31081,0.47897,0.40744,0.62449,0.00255245,0.00255245,0.00255245
1493,151447,0.11041,0.06778,0.08653,0.88611,0.98224,0.95304,0.96997,0.93341,0.97903,0.94651,0.96764,0.93831,0.31111,0.47897,0.40746,0.62486,0.00254746,0.00254746,0.00254746
1494,151548,0.11,0.06809,0.08636,0.88792,0.98206,0.95304,0.9699,0.9334,0.97903,0.94651,0.96767,0.93832,0.3115,0.47913,0.40711,0.62536,0.00254246,0.00254246,0.00254246
1495,151649,0.10803,0.06499,0.08422,0.88824,0.98091,0.95197,0.96886,0.93321,0.97903,0.94654,0.96764,0.93821,0.31162,0.47932,0.40695,0.62534,0.00253747,0.00253747,0.00253747
1496,151750,0.10761,0.05976,0.08307,0.8876,0.98106,0.95197,0.96884,0.93301,0.97903,0.9466,0.96759,0.93814,0.31199,0.47934,0.40666,0.62555,0.00253247,0.00253247,0.00253247
1497,151851,0.10879,0.06277,0.08451,0.88301,0.97887,0.95091,0.96861,0.93305,0.97795,0.94661,0.96793,0.93826,0.31223,0.47871,0.40623,0.62592,0.00252748,0.00252748,0.00252748
1498,151952,0.10854,0.06115,0.08506,0.88688,0.97984,0.95091,0.9686,0.93309,0.97861,0.94664,0.9679,0.93825,0.31227,0.47865,0.40584,0.62584,0.00252248,0.00252248,0.00252248
1499,152053,0.10967,0.066,0.14452,0.88497,0.98202,0.95197,0.96884,0.93311,0.97796,0.94716,0.96793,0.93827,0.31219,0.47858,0.40542,0.62561,0.00251749,0.00251749,0.00251749
1500,152154,0.10846,0.06525,0.0835,0.88785,0.98201,0.95197,0.96926,0.93325,0.97905,0.94749,0.96793,0.93829,0.31163,0.47871,0.40516,0.62485,0.00251249,0.00251249,0.00251249
1501,152254,0.11025,0.06133,0.08695,0.88405,0.98199,0.95197,0.96938,0.93327,0.97864,0.94771,0.96795,0.93827,0.31077,0.47851,0.40482,0.62396,0.0025075,0.0025075,0.0025075
1502,152355,0.10677,0.06218,0.08272,0.8831,0.98209,0.95197,0.9695,0.93375,0.9788,0.94771,0.96798,0.93832,0.30983,0.47842,0.40409,0.62297,0.00250251,0.00250251,0.00250251
1503,152456,0.10793,0.05771,0.08261,0.88661,0.98321,0.95197,0.96897,0.93375,0.97967,0.94771,0.96807,0.93835,0.30901,0.47814,0.40321,0.62185,0.00249751,0.00249751,0.00249751
1504,152556,0.1034,0.06113,0.07884,0.88388,0.98323,0.95197,0.96898,0.93377,0.97974,0.94771,0.9681,0.93833,0.30843,0.47825,0.40279,0.62113,0.00249252,0.00249252,0.00249252
1505,152657,0.11004,0.05688,0.08634,0.88599,0.98329,0.95197,0.96897,0.93393,0.97976,0.94771,0.96813,0.93832,0.30813,0.47812,0.40236,0.62088,0.00248752,0.00248752,0.00248752
1506,152758,0.1108,0.06429,0.08656,0.8924,0.9833,0.95197,0.96967,0.93389,0.97994,0.94771,0.96814,0.93825,0.30795,0.47785,0.40197,0.62059,0.00248253,0.00248253,0.00248253
1507,152859,0.1063,0.06834,0.08256,0.88513,0.98445,0.95304,0.97009,0.93366,0.97993,0.94771,0.96821,0.93835,0.30772,0.47769,0.40155,0.62028,0.00247753,0.00247753,0.00247753
1508,152960,0.10592,0.05769,0.0805,0.88861,0.98443,0.95304,0.97018,0.93403,0.98,0.94771,0.96826,0.93842,0.30723,0.47737,0.40144,0.61956,0.00247254,0.00247254,0.00247254
1509,153061,0.10567,0.06087,0.1678,0.88519,0.98452,0.95304,0.97028,0.93419,0.9796,0.94771,0.96831,0.93846,0.30672,0.47714,0.40065,0.61892,0.00246754,0.00246754,0.00246754
1510,153162,0.10472,0.05941,0.08073,0.88446,0.98455,0.95304,0.97028,0.93421,0.97982,0.94771,0.96826,0.93851,0.30616,0.47713,0.40027,0.61839,0.00246255,0.00246255,0.00246255
1511,153263,0.10677,0.06214,0.08206,0.88752,0.98363,0.95197,0.96989,0.93421,0.97992,0.94771,0.9683,0.93864,0.30558,0.47713,0.40003,0.61785,0.00245755,0.00245755,0.00245755
1512,153364,0.11166,0.06325,0.08369,0.88591,0.98383,0.95197,0.96985,0.93448,0.9799,0.94771,0.96829,0.93865,0.3051,0.47693,0.4002,0.61728,0.00245256,0.00245256,0.00245256
1513,153464,0.10728,0.06004,0.0815,0.88588,0.98395,0.95197,0.96988,0.93456,0.97986,0.94771,0.96833,0.93878,0.30477,0.47689,0.40034,0.61701,0.00244756,0.00244756,0.00244756
1514,153565,0.10712,0.06158,0.08407,0.88887,0.98394,0.95197,0.96978,0.93465,0.97994,0.94771,0.96835,0.93882,0.30433,0.47674,0.40046,0.61654,0.00244257,0.00244257,0.00244257
1515,153666,0.10981,0.06428,0.0826,0.88602,0.98397,0.95197,0.96976,0.93485,0.97996,0.94771,0.96845,0.93899,0.30388,0.47651,0.40078,0.61598,0.00243757,0.00243757,0.00243757
1516,153767,0.1081,0.05984,0.083,0.8865,0.984,0.95197,0.97039,0.93502,0.98093,0.94771,0.96798,0.93901,0.30347,0.47642,0.40089,0.61572,0.00243258,0.00243258,0.00243258
1517,153868,0.10799,0.06042,0.08013,0.89039,0.98404,0.95197,0.97045,0.93538,0.98109,0.94771,0.96797,0.93909,0.30326,0.47648,0.40075,0.61563,0.00242758,0.00242758,0.00242758
1518,153969,0.10411,0.06018,0.08131,0.88818,0.98409,0.95197,0.97053,0.93539,0.98121,0.94756,0.96801,0.93924,0.30326,0.47659,0.40096,0.61549,0.00242259,0.00242259,0.00242259
1519,154070,0.10553,0.06125,0.1072,0.88466,0.98405,0.95197,0.97053,0.93523,0.98113,0.94771,0.96802,0.93913,0.30307,0.47653,0.40144,0.61529,0.00241759,0.00241759,0.00241759
1520,154171,0.11067,0.06099,0.08193,0.8855,0.98392,0.95197,0.97048,0.93527,0.98081,0.94771,0.96807,0.93914,0.30295,0.47665,0.40168,0.61502,0.0024126,0.0024126,0.0024126
1521,154272,0.10605,0.05753,0.08174,0.88589,0.98264,0.95197,0.97044,0.93526,0.98077,0.94771,0.96811,0.93909,0.30291,0.47674,0.40193,0.61488,0.0024076,0.0024076,0.0024076
1522,154373,0.10799,0.06065,0.08186,0.88474,0.9802,0.95101,0.96949,0.93486,0.97888,0.94771,0.9681,0.93904,0.303,0.47689,0.4022,0.61516,0.00240261,0.00240261,0.00240261
1523,154474,0.10597,0.06177,0.07835,0.88453,0.9802,0.95106,0.96915,0.93481,0.97864,0.94771,0.96816,0.9389,0.30318,0.47702,0.40235,0.61529,0.00239761,0.00239761,0.00239761
1524,154574,0.1082,0.06525,0.08141,0.885,0.98065,0.95091,0.96915,0.93487,0.97868,0.94771,0.96775,0.93904,0.30367,0.47755,0.40263,0.61555,0.00239262,0.00239262,0.00239262
1525,154675,0.10797,0.06656,0.08059,0.88844,0.98068,0.95091,0.96922,0.93503,0.97863,0.94771,0.96781,0.93927,0.30368,0.47765,0.40264,0.61553,0.00238762,0.00238762,0.00238762
1526,154776,0.10699,0.05793,0.07999,0.89118,0.98162,0.95091,0.96928,0.93518,0.97927,0.94771,0.96786,0.93937,0.30356,0.47756,0.40286,0.61533,0.00238263,0.00238263,0.00238263
1527,154878,0.10562,0.05723,0.0823,0.88643,0.98178,0.95091,0.96929,0.93519,0.97921,0.94771,0.96748,0.93936,0.30354,0.47761,0.40293,0.61529,0.00237763,0.00237763,0.00237763
1528,154978,0.11028,0.0658,0.08362,0.88712,0.98192,0.95091,0.9693,0.93534,0.97923,0.94771,0.9675,0.93944,0.3036,0.47775,0.40294,0.61542,0.00237264,0.00237264,0.00237264
1529,155080,0.10892,0.05956,0.08049,0.89123,0.98191,0.95091,0.96928,0.93532,0.97941,0.94771,0.96747,0.93937,0.30372,0.47759,0.40303,0.61542,0.00236764,0.00236764,0.00236764
1530,155180,0.106,0.05928,0.08204,0.88358,0.98196,0.95091,0.96923,0.93522,0.97911,0.94771,0.96743,0.93919,0.30384,0.47774,0.40313,0.61541,0.00236265,0.00236265,0.00236265
1531,155281,0.10533,0.0581,0.078,0.885,0.98199,0.95091,0.96922,0.93522,0.97915,0.94771,0.9674,0.93929,0.30398,0.47775,0.40318,0.61541,0.00235765,0.00235765,0.00235765
1532,155382,0.10768,0.05925,0.0828,0.88538,0.98148,0.95091,0.96927,0.93531,0.97914,0.94771,0.96744,0.93951,0.30416,0.47773,0.40313,0.6155,0.00235266,0.00235266,0.00235266
1533,155483,0.10809,0.06384,0.0826,0.88592,0.98238,0.95179,0.96925,0.93528,0.97938,0.94771,0.96742,0.93958,0.30425,0.4777,0.40307,0.61548,0.00234766,0.00234766,0.00234766
1534,155584,0.10939,0.06205,0.08195,0.88608,0.98126,0.94995,0.96882,0.93554,0.979,0.94771,0.96739,0.93948,0.30454,0.47778,0.40304,0.61571,0.00234267,0.00234267,0.00234267
1535,155685,0.10533,0.0633,0.07966,0.88308,0.98126,0.95009,0.96887,0.93567,0.97916,0.94771,0.96744,0.93968,0.30488,0.47798,0.40306,0.61608,0.00233767,0.00233767,0.00233767
1536,155785,0.1081,0.06137,0.08006,0.88795,0.98126,0.95009,0.96884,0.93551,0.97902,0.94771,0.9674,0.93971,0.30532,0.47806,0.40332,0.61662,0.00233268,0.00233268,0.00233268
1537,155886,0.10829,0.06315,0.08213,0.88807,0.98126,0.95016,0.96923,0.93573,0.979,0.94771,0.9674,0.93985,0.30571,0.47811,0.40352,0.61702,0.00232768,0.00232768,0.00232768
1538,155987,0.11229,0.06531,0.08096,0.88444,0.98126,0.95022,0.96923,0.93573,0.97905,0.94771,0.96739,0.93984,0.30621,0.47853,0.40327,0.61749,0.00232269,0.00232269,0.00232269
1539,156088,0.10864,0.06604,0.08213,0.88545,0.98126,0.95017,0.96886,0.93579,0.97903,0.94771,0.96742,0.93995,0.3065,0.47888,0.40325,0.6177,0.00231769,0.00231769,0.00231769
1540,156189,0.10479,0.0648,0.08108,0.88354,0.98126,0.95016,0.96888,0.93586,0.97908,0.94771,0.96741,0.93996,0.30679,0.47894,0.40313,0.61808,0.0023127,0.0023127,0.0023127
1541,156290,0.10828,0.0645,0.08036,0.88917,0.98126,0.95018,0.96887,0.93579,0.97919,0.94771,0.96703,0.94013,0.30646,0.47857,0.40344,0.61779,0.0023077,0.0023077,0.0023077
1542,156391,0.10593,0.0578,0.08171,0.88189,0.98126,0.95024,0.96852,0.93571,0.97925,0.94771,0.96708,0.94017,0.30677,0.47886,0.40299,0.6179,0.00230271,0.00230271,0.00230271
1543,156491,0.10528,0.06001,0.08022,0.88432,0.98127,0.9503,0.96891,0.93592,0.97959,0.94771,0.96708,0.9401,0.30728,0.47892,0.40222,0.61833,0.00229771,0.00229771,0.00229771
1544,156592,0.10479,0.06508,0.08224,0.88529,0.98054,0.94984,0.9685,0.93591,0.97871,0.94771,0.96707,0.94015,0.30762,0.47891,0.40178,0.61867,0.00229272,0.00229272,0.00229272
1545,156693,0.10777,0.06817,0.08452,0.88822,0.98078,0.94984,0.96853,0.93595,0.97877,0.94771,0.96706,0.9402,0.30721,0.47885,0.40135,0.61811,0.00228772,0.00228772,0.00228772
1546,156794,0.10625,0.06266,0.0796,0.88877,0.98126,0.94978,0.96853,0.93597,0.97905,0.94765,0.96707,0.9402,0.30743,0.47879,0.40101,0.61839,0.00228273,0.00228273,0.00228273
1547,156895,0.10763,0.05985,0.07972,0.88596,0.98125,0.94962,0.96851,0.93596,0.97904,0.94701,0.96707,0.93991,0.30785,0.4788,0.40049,0.61872,0.00227773,0.00227773,0.00227773
1548,156996,0.10811,0.06443,0.08217,0.88677,0.98125,0.94955,0.9685,0.93603,0.97897,0.94664,0.96704,0.9399,0.30814,0.47881,0.40008,0.61897,0.00227274,0.00227274,0.00227274
1549,157096,0.10792,0.05915,0.08139,0.88983,0.98126,0.94987,0.96849,0.93602,0.97793,0.94558,0.96702,0.93994,0.30867,0.47895,0.39941,0.61947,0.00226774,0.00226774,0.00226774
1550,157197,0.10753,0.06071,0.08169,0.88868,0.98126,0.94999,0.96853,0.93606,0.97795,0.9465,0.96702,0.94023,0.30903,0.47908,0.39893,0.61991,0.00226275,0.00226275,0.00226275
1551,157298,0.10221,0.06479,0.08016,0.88193,0.98126,0.94996,0.96857,0.93613,0.97794,0.94619,0.96705,0.94029,0.3093,0.47933,0.39845,0.62021,0.00225775,0.00225775,0.00225775
1552,157399,0.10574,0.05919,0.08524,0.88434,0.98126,0.94999,0.96893,0.93626,0.97794,0.94628,0.96699,0.94024,0.30989,0.47897,0.39811,0.62087,0.00225276,0.00225276,0.00225276
1553,157500,0.10567,0.05939,0.07872,0.8842,0.98126,0.94988,0.96892,0.93612,0.97794,0.94612,0.96699,0.9399,0.31026,0.47904,0.39823,0.62123,0.00224776,0.00224776,0.00224776
1554,157601,0.10932,0.06371,0.08215,0.88557,0.98126,0.94989,0.96891,0.9361,0.97794,0.94608,0.96697,0.93988,0.31071,0.47911,0.39806,0.62155,0.00224277,0.00224277,0.00224277
1555,157702,0.10647,0.0583,0.07835,0.88588,0.98126,0.94995,0.96889,0.93644,0.97794,0.94605,0.96695,0.93978,0.31095,0.47924,0.39824,0.62172,0.00223777,0.00223777,0.00223777
1556,157803,0.10845,0.0606,0.0798,0.88664,0.98126,0.94995,0.96894,0.93642,0.97793,0.94594,0.96661,0.93978,0.31127,0.47941,0.39791,0.62197,0.00223278,0.00223278,0.00223278
1557,157903,0.10919,0.06842,0.0807,0.88627,0.98126,0.94997,0.96892,0.93639,0.97794,0.94622,0.96657,0.93979,0.31165,0.47943,0.39761,0.62229,0.00222778,0.00222778,0.00222778
1558,158004,0.10781,0.06171,0.07958,0.88616,0.98126,0.95014,0.96931,0.93649,0.97795,0.94674,0.96656,0.93985,0.31203,0.47963,0.39758,0.62272,0.00222279,0.00222279,0.00222279
1559,158105,0.10336,0.05875,0.07855,0.88292,0.98126,0.95008,0.96926,0.93618,0.97795,0.94669,0.96651,0.93976,0.31249,0.47966,0.39724,0.62322,0.00221779,0.00221779,0.00221779
1560,158206,0.10714,0.06171,0.08032,0.88173,0.98126,0.95007,0.96925,0.93627,0.97795,0.94667,0.96651,0.93975,0.31233,0.47919,0.39755,0.62311,0.0022128,0.0022128,0.0022128
1561,158307,0.1079,0.06397,0.07862,0.88752,0.98126,0.94991,0.96927,0.93623,0.97821,0.94664,0.96654,0.93973,0.31252,0.47895,0.39727,0.6232,0.0022078,0.0022078,0.0022078
1562,158408,0.11047,0.06335,0.08107,0.88858,0.98125,0.94968,0.96925,0.93621,0.97838,0.94664,0.96653,0.93969,0.31289,0.47861,0.39661,0.62346,0.00220281,0.00220281,0.00220281
1563,158509,0.10764,0.06078,0.08009,0.88636,0.98017,0.94936,0.96918,0.93613,0.97736,0.94664,0.96682,0.93967,0.3135,0.47877,0.39629,0.62404,0.00219781,0.00219781,0.00219781
1564,158610,0.10546,0.05873,0.08155,0.89019,0.98016,0.94929,0.96923,0.93671,0.97743,0.94664,0.96681,0.93973,0.31402,0.47885,0.39595,0.62462,0.00219282,0.00219282,0.00219282
1565,158711,0.10755,0.0589,0.08355,0.88667,0.98017,0.94931,0.96923,0.93615,0.97741,0.94664,0.96683,0.93963,0.31434,0.47906,0.39558,0.62466,0.00218782,0.00218782,0.00218782
1566,158812,0.10668,0.06357,0.0806,0.88483,0.98016,0.94924,0.96922,0.93616,0.97747,0.94664,0.96682,0.9396,0.31428,0.47892,0.39503,0.62431,0.00218283,0.00218283,0.00218283
1567,158913,0.10659,0.06408,0.08218,0.88836,0.98016,0.94912,0.96878,0.93568,0.97751,0.94664,0.96679,0.93931,0.3142,0.47909,0.39469,0.6239,0.00217783,0.00217783,0.00217783
1568,159014,0.10774,0.06027,0.08063,0.88547,0.98016,0.94915,0.96879,0.93574,0.97757,0.94664,0.96677,0.93946,0.31437,0.47971,0.39456,0.62416,0.00217284,0.00217284,0.00217284
1569,159115,0.10535,0.06213,0.0793,0.88482,0.98019,0.95074,0.96877,0.93563,0.97766,0.94664,0.96641,0.93947,0.31447,0.47991,0.39404,0.62418,0.00216784,0.00216784,0.00216784
1570,159216,0.10863,0.06449,0.08159,0.88876,0.9802,0.95084,0.96875,0.93537,0.97768,0.94664,0.96638,0.93944,0.31459,0.48021,0.39395,0.62431,0.00216285,0.00216285,0.00216285
1571,159317,0.10912,0.05977,0.08366,0.88765,0.98091,0.95197,0.96874,0.93553,0.97778,0.94664,0.96635,0.93945,0.31571,0.48046,0.39292,0.62539,0.00215785,0.00215785,0.00215785
1572,159417,0.11048,0.06383,0.08087,0.88823,0.9804,0.95197,0.96872,0.93518,0.97784,0.94664,0.96669,0.93953,0.31584,0.48073,0.39196,0.62546,0.00215286,0.00215286,0.00215286
1573,159518,0.11209,0.06218,0.08454,0.88878,0.98124,0.95197,0.96866,0.93508,0.97795,0.94663,0.96665,0.93948,0.31604,0.4812,0.39139,0.62566,0.00214786,0.00214786,0.00214786
1574,159619,0.10649,0.06248,0.07804,0.88823,0.98022,0.95213,0.96869,0.93514,0.97789,0.94664,0.96669,0.93993,0.316,0.48145,0.39096,0.62563,0.00214287,0.00214287,0.00214287
1575,159720,0.10139,0.05512,0.14276,0.8855,0.98022,0.95217,0.96864,0.93503,0.97794,0.9464,0.96664,0.93986,0.31606,0.48159,0.39054,0.62564,0.00213787,0.00213787,0.00213787
1576,159821,0.10409,0.05758,0.07683,0.88839,0.98023,0.95223,0.96862,0.93501,0.97794,0.94635,0.96661,0.93984,0.31617,0.48153,0.39028,0.6257,0.00213288,0.00213288,0.00213288
1577,159922,0.10448,0.05847,0.07774,0.88744,0.98022,0.952,0.96862,0.93502,0.97792,0.94553,0.96661,0.93983,0.31604,0.48168,0.39007,0.62551,0.00212788,0.00212788,0.00212788
1578,160022,0.106,0.06403,0.08047,0.8812,0.97957,0.95197,0.96863,0.93508,0.97794,0.94633,0.9666,0.93989,0.31597,0.48192,0.38972,0.62546,0.00212289,0.00212289,0.00212289
1579,160123,0.10609,0.06629,0.07845,0.87932,0.97962,0.95197,0.96865,0.93512,0.97794,0.94615,0.96662,0.93993,0.31597,0.48167,0.38947,0.62538,0.00211789,0.00211789,0.00211789
1580,160224,0.10843,0.05967,0.07798,0.88742,0.9785,0.95091,0.96862,0.93517,0.97595,0.94771,0.96662,0.93995,0.31608,0.48237,0.389,0.62587,0.0021129,0.0021129,0.0021129
1581,160325,0.10616,0.06238,0.08012,0.88669,0.97836,0.95091,0.96856,0.93527,0.97678,0.94771,0.96656,0.93963,0.31615,0.48234,0.38855,0.62606,0.0021079,0.0021079,0.0021079
1582,160426,0.10905,0.06128,0.0804,0.88803,0.97819,0.95091,0.96855,0.93526,0.97749,0.94771,0.96654,0.93959,0.31625,0.48258,0.38796,0.62628,0.00210291,0.00210291,0.00210291
1583,160527,0.10742,0.06362,0.08226,0.88606,0.97817,0.95091,0.96858,0.93495,0.97797,0.94733,0.96616,0.93936,0.31632,0.4827,0.38744,0.62645,0.00209791,0.00209791,0.00209791
1584,160628,0.10642,0.06261,0.07962,0.88813,0.97825,0.95091,0.96853,0.93487,0.97759,0.94664,0.96647,0.9393,0.31645,0.48292,0.38729,0.62661,0.00209292,0.00209292,0.00209292
1585,160728,0.10587,0.06141,0.08008,0.88288,0.97826,0.94984,0.96854,0.93498,0.97762,0.94664,0.96646,0.93933,0.31634,0.48345,0.38698,0.62669,0.00208792,0.00208792,0.00208792
1586,160829,0.10714,0.06221,0.08028,0.88509,0.97909,0.94934,0.96852,0.93545,0.97765,0.94664,0.96644,0.93936,0.31656,0.48375,0.38697,0.62706,0.00208293,0.00208293,0.00208293
1587,160930,0.10622,0.05542,0.07913,0.886,0.98036,0.94984,0.969,0.93545,0.97752,0.94664,0.9664,0.93962,0.31644,0.48375,0.38673,0.62701,0.00207793,0.00207793,0.00207793
1588,161031,0.10671,0.0666,0.08157,0.88743,0.98035,0.94984,0.96899,0.93545,0.97737,0.94664,0.96638,0.93952,0.31634,0.48396,0.38668,0.62701,0.00207294,0.00207294,0.00207294
1589,161133,0.10593,0.05667,0.07976,0.88749,0.98055,0.94984,0.96893,0.93499,0.97793,0.94664,0.96632,0.93935,0.31628,0.48404,0.38679,0.62688,0.00206794,0.00206794,0.00206794
1590,161233,0.10437,0.05836,0.08108,0.88674,0.98066,0.94984,0.96892,0.93485,0.97794,0.94643,0.96595,0.93923,0.31641,0.48448,0.38674,0.62707,0.00206295,0.00206295,0.00206295
1591,161334,0.1056,0.06189,0.07891,0.88481,0.98035,0.94984,0.96893,0.9349,0.97794,0.94634,0.96595,0.93914,0.31635,0.48422,0.38686,0.62668,0.00205795,0.00205795,0.00205795
1592,161435,0.10423,0.06077,0.07596,0.88662,0.98044,0.94984,0.9689,0.93512,0.97794,0.94623,0.96593,0.93918,0.31655,0.4843,0.38663,0.62685,0.00205296,0.00205296,0.00205296
1593,161536,0.104,0.05828,0.07638,0.88447,0.98039,0.94984,0.96888,0.93541,0.97794,0.94615,0.96595,0.93925,0.31639,0.48428,0.38632,0.62681,0.00204796,0.00204796,0.00204796
1594,161637,0.10532,0.06042,0.07939,0.88704,0.98031,0.94984,0.96885,0.93579,0.97794,0.94613,0.96629,0.93935,0.3164,0.48405,0.38609,0.62677,0.00204297,0.00204297,0.00204297
1595,161738,0.10477,0.06253,0.079,0.88837,0.9802,0.94984,0.96892,0.93588,0.97794,0.9461,0.96604,0.93929,0.31641,0.4841,0.38628,0.62679,0.00203797,0.00203797,0.00203797
1596,161839,0.10346,0.05997,0.07769,0.88276,0.9791,0.94993,0.96889,0.93589,0.97794,0.94611,0.96605,0.93927,0.31704,0.48427,0.387,0.62746,0.00203298,0.00203298,0.00203298
